event_date,event_name,fighter1,fighter2,winner,round_,time,win_method_finish,win_method_type
November 14 2009,UFC 105: Couture vs Vera,Andre Winner,Rolando Delgado,Andre Winner,1,3.22,30,2
November 21 2009,UFC 106: Ortiz vs Griffin 2,Tito Ortiz,Forrest Griffin,Forrest Griffin,3,5.0,22,6
November 21 2009,UFC 106: Ortiz vs Griffin 2,Josh Koscheck,Anthony Johnson,Josh Koscheck,2,4.47,32,7
November 21 2009,UFC 106: Ortiz vs Griffin 2,Jacob Volkmann,Paulo Thiago,Paulo Thiago,3,5.0,22,8
November 21 2009,UFC 106: Ortiz vs Griffin 2,Rogerio Nogueira,Luiz Cane,Rogerio Nogueira,1,1.56,30,2
November 21 2009,UFC 106: Ortiz vs Griffin 2,Phil Baroni,Amir Sadollah,Amir Sadollah,3,5.0,22,8
November 21 2009,UFC 106: Ortiz vs Griffin 2,Ben Saunders,Marcus Davis,Ben Saunders,1,3.24,19,2
November 21 2009,UFC 106: Ortiz vs Griffin 2,Jake Rosholt,Kendall Grove,Kendall Grove,1,3.59,37,7
November 21 2009,UFC 106: Ortiz vs Griffin 2,Brian Foster,Brock Larson,Brian Foster,2,3.25,31,2
November 21 2009,UFC 106: Ortiz vs Griffin 2,Fabricio Camoes,Caol Uno,Caol Uno,3,5.0,22,3
November 21 2009,UFC 106: Ortiz vs Griffin 2,George Sotiropoulos,Jason Dent,George Sotiropoulos,2,4.36,3,7
December 05 2009,The Ultimate Fighter: Heavyweights Finale,Brendan Schaub,Roy Nelson,Roy Nelson,1,3.45,30,2
